REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11304005,Regional,,Whitestown House,,,,Dublin,RATHBEAL,country house,1840,1860,"Detached three-bay two-storey over basement house, c.1850, with advanced tripartite Doric entrance porch approached by limestone steps. ROOF: Hipped slate roof with terracotta ridge tiles, limestone chimney stacks with terracotta pots; limestone modillion",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11304005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11304005_1.jpg,-6.24417849291442,53.60152772132
11304006,Regional,,Whitestown House,,,,Dublin,WHITESTOWN (BA. E BY.) BALSCADDAN ED,gate lodge,1840,1860,"Detached three-bay single-storey gate lodge, c.1850, with gabled central breakfront.  Now derelict. ROOF: Hipped slate roof, limestone chimney, timber barge board to front. WALLS: Lime rendered, partialy exposed cutstone limestone beneath. OPENINGS: Squar",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11304006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11304006_1.jpg,-6.24055896006836,53.5977454025973
11304007,Regional,,Balscadden House,,,,Dublin,BALSCADDAN,house,1900,1910,"Detached three-bay two-storey house, c.1905, with projecting gabled bay to left-hand side and returns to rear.  Central entrance canopy flanked by projecting bays to ground floor.   ROOF: Double pitched m-profile roof with red diamond shaped tiles, terrac",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11304007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11304007_1.jpg,-6.23451604777372,53.6162211273814
11304008,Regional,,Balscadden Roman Catholic Church,,,Balscadden,Dublin,COMMON (2ND DIVISION),church/chapel,1815,1825,"Detached gable-fronted Roman Catholic church, built 1819, with three bays to side elevations.  Single-bay sacristy with bellcote over gable to east. ROOF: Double pitched slate roof, terracotta ridge tiles, cast-iron rain water goods, stone cross to front ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11304008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11304008_1.jpg,-6.26378013343063,53.5350488975008
11304009,Regional,,,,,Balscadden,Dublin,COMMON (2ND DIVISION),house,1750,1850,"Detached three-bay single-storey formerly thatched house, c.1800, now with corrugated-iron roof.  Outbuilding attached to west. ROOF: Hipped corrugated-iron with curved swept hip ends, originally thatched, with a nap rendered chimney stack. WALLS: Nap ren",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11304009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11304009_1.jpg,-6.23047076667189,53.6186324651003
11304010,Regional,,Balscadden Graveyard,,,Balscadden,Dublin,TOBERTOWN,graveyard/cemetery,1700,1800,"Medieval graveyard, with various cut stone grave markers from c.1750 to the present.  Church now in ruins to site.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11304010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11304010_1.jpg,-6.23693594221689,53.6172632301301
11305001,Regional,,Balbriggan Railway Station,Railway Street,,Balbriggan,Dublin,BALBRIGGAN,railway station,1850,1855,"Detached five-bay single-storey Italianate style railway station, built 1853, with three-bay central limestone entrance porch flanked by advanced pedimented single-bays. Design by George Papworth. ROOF: H-plan; double pitched roofs intersecting with hip",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305001_1.jpg,-6.18243419823824,53.6117389413688
11305002,Regional,,Balbriggan Railway Station,Railway Street,,Balbriggan,Dublin,BALBRIGGAN,house,1850,1870,"Detached three-bay two-storey station master's house, c.1860, with gabled dormer over central bay.  Single-storey extension to south-west gable, c.1960. ROOF: Double pitch; slate roof; with decorative carved timber barge boards, cast-iron rainwater; yel",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305002_1.jpg,-6.32916690822024,53.3910016983757
11305003,Regional,,Smyth's Factory (former),Railway Street,,Balbriggan,Dublin,BALBRIGGAN,bakery,1840,1860,"Detached five-bay two-storey former factory c.1850, with three-bay single-storey extension to south-east.  Terraced thirteen-bay three-storey red brick former factory, c.1900, attached to rear.  Now in use as  bakery. Along the east wall early metal sign ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305003_1.jpg,-6.18316941660025,53.6111570393516
11305004,Regional,,Kendal Cleaners,Railway Street,,Balbriggan,Dublin,BALBRIGGAN,factory,1840,1860,"Semi-detached six-bay two-storey former factory, c.1850.  Single-bay two-storey lean-to extension to north-west.  Now in use as cleaners.  Plaques originally read 'Vienna prize medal/1873', 'Philadelphia/prize medal/1876',  'Paris prize medal/1878', 'Esta",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305004_1.jpg,-6.1827032674666,53.6114554798623
11305005,Regional,,,Railway Street,,Balbriggan,Dublin,BALBRIGGAN,outbuilding,1830,1870,"Detached single-bay single-storey gable-fronted coursed stone railway outbuilding with limestone quoins, c.1850. ROOF:Double pitched; tar coated slate; limestone coping to gable ends; cast-iron rainwater goods. WALLS: Coursed stone; limestone quoining.OPE",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305005_1.jpg,-6.18322762012686,53.6119127407596
11305006,Regional,,Loreto Convent,Convent Lane,,Balbriggan,Dublin,TANKARDSTOWN,convent/nunnery,1905,1915,"Detached six-bay two-storey convent, built 1909, with advanced gable-fronted bay.  Four-bay two-storey wing to south side with advanced gable-fronted central bays.  Now also in use as school. ROOF: Double pitched; slate; moulded terracotta roof ridge tile",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305006_1.jpg,-6.18380891806837,53.6124517382065
11305007,Regional,,Smyth's Chimney Stack,Convent Lane,,Balbriggan,Dublin,BALBRIGGAN,chimney,1890,1910,"Freestanding red brick industrial chimney stack, c.1900, with stepped brick cornice.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305007_1.jpg,-6.1845072387668,53.6113211263486
11305008,Regional,,Smyth's Chimney Stack,,,Balbriggan,Dublin,TANKARDSTOWN,chimney,1890,1910,"Freestanding red brick industrial chimney stack, c.1900, with stepped brick cornice.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305008_1.jpg,-6.18443303684921,53.6141056357269
11305009,National,,Balbriggan Martello Tower,,,Balbriggan,Dublin,TANKARDSTOWN,martello tower,1800,1810,"Martello tower, c.1805, on a circular plan with tapered profile.  ROOF: Parapet no longer exists, with only corbelled brackets remaining to platform. WALLS: Coursed limestone, some roughcast render survives; projcting limestone corbelled brackets. OPENI",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305009_1.jpg,-6.18343311669808,53.6159235822915
11305010,Regional,,Balbriggan Lifeboat Station (former),,,Balbriggan,Dublin,TANKARDSTOWN,lifeboat station,1885,1895,"Detached four-bay single-storey stone built former lifeboat station, built 1889.  Three-bay single-storey boathouse to east. ROOF:Double pitched with only timber rafters surviving in places; double pitched corrugated iron roof on smaller building to east.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305010_1.jpg,-6.18369570905305,53.6161432313269
11305011,Regional,70 - 72,,Drogheda Street,,Balbriggan,Dublin,TANKARDSTOWN,house,1880,1900,"Terraced five-bay two-storey house, c.1890, with integral carriageway arch and single-bay shopfront to ground floor.  Now also in use as retail outlet. ROOF: Double pitched; asbestos tiles; rendered chimney stack; clay pots; cast-iron gutters. WALLS:Nap",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305011_1.jpg,-6.18698544585123,53.6116732208945
11305012,Regional,,Galen's House,Mill Street,,Balbriggan,Dublin,BALBRIGGAN,house,1790,1810,"Detached three-bay two-storey over basement house, c.1800, with elaborate elliptical-headed doorcase and retaining original tripartite windows.  ROOF: Double pitched L-shaped to left; gabled to right; tiled terracotta roof ridge tiles; rendered chimney ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305012,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305012_1.jpg,-6.1826276584597,53.6107534291876
11305013,Regional,,The Fashion Hall,Drogheda Street,,Balbriggan,Dublin,BALBRIGGAN,house,1840,1860,"Corner-sited detached three-bay two-storey house, c.1850, with three-bay single storey return to rear.  Timber shopfront to ground floor.ROOF:Two double pitched slates roofs adjoining at right angles to form L-shaped plan; double pitched roof to rear ex",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305013_1.jpg,-6.18435686722205,53.610599970372
11305014,Regional,,National Irish Bank,Drogheda Street,,Balbriggan,Dublin,BALBRIGGAN,bank/financial institution,1885,1895,"Terraced four-bay two-storey limestone faced bank, built 1891, with tripartite bow window, and balustraded parapet with pediment above.  Adjoining carriageway arch to south-east. ROOF: Hidden behind limestone Balustraded parapet; hipped; slate terracott",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305014_1.jpg,-6.18489194778968,53.6104553305404
11305015,Regional,17,Forester's Hall,Quay Street,,Balbriggan,Dublin,BALBRIGGAN,house,1840,1860,"Corner-sited detached three-bay two-storey over basement house, c.1850, with single-bay timber shopfront to ground floor.  Single-bay single-storey extension to east, c.1940.ROOF: Double pitched slate; terracotta roof ridge tiles; red brick stacks; step",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305015,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305015_1.jpg,-6.1832520220757,53.6095857575666
11305016,Regional,2,,Dublin Street,,Balbriggan,Dublin,BALBRIGGAN,house,1850,1870,"Detached five-bay two-storey house, c.1860, with single-bay single-storey lean-to retail outlet to right, c.1960, which also occupies two bays of ground floor.ROOF: M-profile; slate; rendered chimney stacks with clay pots; terracotta roof ridge tiles; c",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305016,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305016_1.jpg,-6.18300903584473,53.6082072201265
11305017,Regional,,Balbriggan Lighthouse,Balbriggan Harbour,,Balbriggan,Dublin,BALBRIGGAN,lighthouse,1755,1765,"Lighthouse, built 1761, of tapered profile on a circular plan.  Cast-iron railed walkway supported by console surrounding lantern.  Accessed through adjoining single-bay single-storey building with steps up to entrance level.  Flanked by rubble stone wall",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305017,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305017_1.jpg,-6.17872750543723,53.6128956622986
11305018,Regional,,Balbriggan Harbour,,,Balbriggan,Dublin,BALBRIGGAN,harbour/dock/port,1755,1765,"Harbour, built 1761, comprising of two enclosing limestone piers with lighthouse positioned at end of east pier. WALLS: East pier largely of limestone rubble with concrete poured on main pathway while west pier of coursed limestone blocks.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305018,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305018_1.jpg,-6.17810483060979,53.6122661508432
11305020,Regional,,The R.N.L.I. Boathouse,,,Balbriggan,Dublin,BALBRIGGAN,lifeboat station,1885,1895,"Detached single-bay two-storey boathouse, built 1889.  Ornate timber panelling over bressumer beam. Life boat station built as a result of two ship wrecks occurring off Balbriggan coast. 1873: The Sarah of Runcorn a collier.  1875: The Bell Mill.ROOF: H",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305020,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305020_1.jpg,-6.18096038476126,53.6108718613611
11305021,Regional,,Balbriggan Railway Viaduct,Balbriggan Harbour,,Balbriggan,Dublin,BALBRIGGAN,viaduct,1840,1845,"Eleven-arch limestone railway viaduct over harbour, built 1843-1844.  Renovated c.1990. Built by Dublin and Drogheda Railway, contractor: W. Dargan, Engineer: Sir. John MacNeill.WALLS:Rock-faced cut-limestone; limestone ashlar quoins to piers; replaceme",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305021,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305021_1.jpg,-6.18047016876043,53.610675700825
11305022,Regional,,,,George's Street,Balbriggan,Dublin,BALBRIGGAN,rectory/glebe/vicarage/curate's house,1800,1840,"Detached four-bay single-storey former curate's house, c.1820, with gable-fronted projecting porch, c.1880.  Llimestone steps lead from church to house. Now derelict.ROOF: Large and small intersecting hipped roof with double pitched roof to porch; slate",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11305022,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11305022_1.jpg,-6.1796078239437,53.6099976215049
