No,Location,Code,No Spaces,Exact Location,Installed,Tarriff,Nearest PandDs Same zone,Hours of Operation,Clr-Way,Clearway Hrs,Comment,Further Information,Finished,Comment 1,Zone,Located,geometry,geometry 1,geometry 2,Longitude,Latitude
7257,Oliver Bond Street,8,76 P n D / DP (Total),Good Counsel Centre,,€ 2.40,Cornmarket 583,Mon-Fri 08.00-18.30,FALSE,,,replaced met.373,TRUE,,Red,Y,"<Point><coordinates>-6.276822,53.344076</coordinates></Point>","-6.276822,53.344076</coordinates></Point>","-6.276822,53.344076",-6.276822,53.344076
7279,Herbert Avenue,4,15 P n D / DP,Opposite Number 4,,€ 1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,replaced met.821,FALSE,,Orange,Y,"<Point><coordinates>-6.208829,53.316801</coordinates></Point>","-6.208829,53.316801</coordinates></Point>","-6.208829,53.316801",-6.208829,53.316801
7314,St. Joseph's Street,7,21 P n D,At No. 18,,€ 2.40,Leo Street 711,Mon-Sun 07.00-24.00,FALSE,,,replaced met 881  12/06/2009,TRUE,,Red,Y,"<Point><coordinates>-6.26412,53.359477</coordinates></Point>","-6.26412,53.359477</coordinates></Point>","-6.26412,53.359477",-6.26412,53.359477
7336,Military Road (Rathmines),6,25 P n D / DP,School,,€ 1.60,William's Pk 291,Mon-Fri 08.00-18.30,FALSE,,,replaced met.292,TRUE,,Green,Y,"<Point><coordinates>-6.266513,53.326974</coordinates></Point>","-6.266513,53.326974</coordinates></Point>","-6.266513,53.326974",-6.266513,53.326974
7404,Eccles Street,7,36 P n D + 16 DP (Total),Opp. Mater Hospital,,€ 2.40,Opposite Mater Hospital,Mon-Sat 07.00-19.00,FALSE,,,replaced met 703   12/06/2009,TRUE,,Red,Y,"<Point><coordinates>-6.264723,53.357689</coordinates></Point>","-6.264723,53.357689</coordinates></Point>","-6.264723,53.357689",-6.264723,53.357689
7448,Hatch Street Lower,2,49 P n D + 3 DP (Total),Colour Copy Centre,,€ 2.90,5 On Hatch St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.138,TRUE,,Yellow,Y,"<Point><coordinates>-6.255659,53.334141</coordinates></Point>","-6.255659,53.334141</coordinates></Point>","-6.255659,53.334141",-6.255659,53.334141
7471,Beechwood Avenue Lower,6,126 P n D / DP,Opposite Ulster Bank,,€ 1.60,Elmpark Avenue 297,Mon-Sat 07.00-24.00,FALSE,,,replaced met.302,TRUE,,Green,Y,"<Point><coordinates>-6.25358,53.324402</coordinates></Point>","-6.25358,53.324402</coordinates></Point>","-6.25358,53.324402",-6.25358,53.324402
7482,Strand Road(North Car Park),,41 P n D 4 Disabled Bays,,,€ 0.60,none near enough,Mon-Fri 11.00-17.00,FALSE,,No Max stay,installed 21/04/2011,FALSE,,Blue,Y,"<Point><coordinates>-6.208725,53.328379</coordinates></Point>","-6.208725,53.328379</coordinates></Point>","-6.208725,53.328379",-6.208725,53.328379
7516,Bow Street,7,8 P n D + 8 DP,Opposite Junction Of May Lane,,€ 2.40,New Church St 582,Mon-Sat 07.00-19.00,FALSE,,,replaced met.427    12/06/2009,TRUE,,Red,Y,"<Point><coordinates>-6.276698,53.348184</coordinates></Point>","-6.276698,53.348184</coordinates></Point>","-6.276698,53.348184",-6.276698,53.348184
7583,Baggot Street Lower,2,97 P n D + 4 DP (Total),Francis Bacon House,,€ 2.90,10 On Baggot St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.3261,FALSE,,Yellow,Y,"<Point><coordinates>-6.24688,53.335575</coordinates></Point>","-6.24688,53.335575</coordinates></Point>","-6.24688,53.335575",-6.24688,53.335575
7606,Baggot Street Lower,2,97 P n D + 4 DP (Total),Number 116,16/05/2002,€ 2.90,10 On Baggot St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.1461,TRUE,,Yellow,Y,"<Point><coordinates>-6.249832,53.336971</coordinates></Point>","-6.249832,53.336971</coordinates></Point>","-6.249832,53.336971",-6.249832,53.336971
7639,North Wall Quay,1,31 P n D (Total),At Tilesavers,13/04/2002,€ 1.60,Nth Wall Quay 475,Mon-Sat 07.00-19.00,FALSE,,,replaced met.156  12/06/2009,FALSE,,Green,Y,"<Point><coordinates>-6.235015,53.347303</coordinates></Point>","-6.235015,53.347303</coordinates></Point>","-6.235015,53.347303",-6.235015,53.347303
7695,Grove Park,6,111 P n D / DP,No 59 - 60,,€ 1.60,None Nearby,Mon-Sun 07.00-24.00,FALSE,,P n D Mon - Fri,replaced met.229   12/06/2009,TRUE,,Green,Y,"<Point><coordinates>-6.267767,53.329191</coordinates></Point>","-6.267767,53.329191</coordinates></Point>","-6.267767,53.329191",-6.267767,53.329191
7729,Pembroke Street Lower,,,,,€ 2.90,,Mon-Sat 07.00-19.00,FALSE,,,replaced met.1528,FALSE,,Yellow,Y,"<Point><coordinates>-6.252861,53.336173</coordinates></Point>","-6.252861,53.336173</coordinates></Point>","-6.252861,53.336173",-6.252861,53.336173
7808,Cambridge Avenue,,,,,,none,Mon-Sun 07-24.00,FALSE,,installed April 2011,,FALSE,,Orange,Y,"<Point><coordinates>-6.216356,53.342754</coordinates></Point>","-6.216356,53.342754</coordinates></Point>","-6.216356,53.342754",-6.216356,53.342754
7831,Ardee Road,6,26 P n D / DP,Junction with Williams Park,,€ 1.60,Military Rd 292,Mon-Fri 08.00-18.30,FALSE,,,replaced met.291   12/06/2009,TRUE,,Green,Y,"<Point><coordinates>-6.266909,53.325405</coordinates></Point>","-6.266909,53.325405</coordinates></Point>","-6.266909,53.325405",-6.266909,53.325405
7842,Ashfield Avenue,6,26 P n D / DP,Corner of Ashfield Road,,€ 1.60,Mornington Rd 303,Mon-Sun 07.00-24.00,FALSE,,P n D Mon - Fri,replaced met.230   15/09/2009,TRUE,,Green,Y,"<Point><coordinates>-6.252708,53.323468</coordinates></Point>","-6.252708,53.323468</coordinates></Point>","-6.252708,53.323468",-6.252708,53.323468
7853,Merrion Square East,2,65 P n D (Total),No 40,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,E.Side Sth of Mount St Lwr,TRUE,,Yellow,Y,"<Point><coordinates>-6.246703,53.339062</coordinates></Point>","-6.246703,53.339062</coordinates></Point>","-6.246703,53.339062",-6.246703,53.339062
7864,Elmwood Avenue Lower,6,68 P n D / DP,Opp no 10,,€ 1.60,Elmpark Ave 297,Mon-Sat 07.00-24.00,FALSE,,,replaced met.41  12/06/2009,TRUE,,Green,Y,"<Point><coordinates>-6.255211,53.324471</coordinates></Point>","-6.255211,53.324471</coordinates></Point>","-6.255211,53.324471",-6.255211,53.324471
7875,Merrion Square North,2,35 P n D (Total),Opp No 16,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,S.Side,TRUE,,Yellow,Y,"<Point><coordinates>-6.248837,53.34037</coordinates></Point>","-6.248837,53.34037</coordinates></Point>","-6.248837,53.34037",-6.248837,53.34037
7909,Merrion Square South,2,165 P n D + 26 DP (Total),Opp no 64,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.1023,TRUE,,Yellow,Y,"<Point><coordinates>-6.251054,53.339315</coordinates></Point>","-6.251054,53.339315</coordinates></Point>","-6.251054,53.339315",-6.251054,53.339315
7910,Merrion Square South,2,165 P n D + 26 DP (Total),No 55,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.1034,TRUE,,Yellow,Y,"<Point><coordinates>-6.250539,53.339137</coordinates></Point>","-6.250539,53.339137</coordinates></Point>","-6.250539,53.339137",-6.250539,53.339137
7932,Merrion Square South,2,165 P n D + 26 DP (Total),No 65,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.10456,TRUE,,Yellow,Y,"<Point><coordinates>-6.249351,53.338713</coordinates></Point>","-6.249351,53.338713</coordinates></Point>","-6.249351,53.338713",-6.249351,53.338713
7954,Merrion Square South,2,165 P n D + 26 DP (Total),No 76,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,S.Side,TRUE,,Yellow,Y,"<Point><coordinates>-6.248863,53.338541</coordinates></Point>","-6.248863,53.338541</coordinates></Point>","-6.248863,53.338541",-6.248863,53.338541
7976,Dorset Street Lower,1,10 P n D,At lighting pole 16,,€ 2.90,None Nearby (In The Same Zone),Mon-Sat 07.00-19.00,FALSE,,Indent parking,,TRUE,,Yellow,Y,"<Point><coordinates>-6.266063,53.354904</coordinates></Point>","-6.266063,53.354904</coordinates></Point>","-6.266063,53.354904",-6.266063,53.354904
7998,Strand Road (Car Park@ Martello Tower),,39 P n D 4 Disabled Bays,,,€ 0.60,none near enough,Mon-Fri. 11.00-17.00,FALSE,,No Max Stay,Installed 21/04/2011,FALSE,,Blue,Y,"<Point><coordinates>-6.206715,53.32439</coordinates></Point>","-6.206715,53.32439</coordinates></Point>","-6.206715,53.32439",-6.206715,53.32439
8011,Baggot Street Lower,2,97 P n D + 4 DP (Total),O2 House,27/03/2000,€ 2.90,10 On Baggot St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.488,TRUE,,Yellow,Y,"<Point><coordinates>-6.246265,53.334768</coordinates></Point>","-6.246265,53.334768</coordinates></Point>","-6.246265,53.334768",-6.246265,53.334768
8033,Richmond Cottages,2,50 P+D/DP,Side of no.20 Richmond Cottages,17/02/2009,€ 1.60,o/s No. 23 NCR,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,Y,"<Point><coordinates>-6.249914,53.357912</coordinates></Point>","-6.249914,53.357912</coordinates></Point>","-6.249914,53.357912",-6.249914,53.357912
8066,Cardiff Lane,2,44 P n D / DP,At Arena Kitchen Architecture,,€ 2.40,Macken St 44,Mon-Fri 08.00-18.30,FALSE,,,replaced met.3362,TRUE,,Red,Y,"<Point><coordinates>-6.240642,53.345626</coordinates></Point>","-6.240642,53.345626</coordinates></Point>","-6.240642,53.345626",-6.240642,53.345626
9000,Baggot Street Lower,2,97 P n D + 4 DP (Total),Number 135,15/05/2002,€ 2.90,10 On Baggot St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7550   12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.251908,53.33767</coordinates></Point>","-6.251908,53.33767</coordinates></Point>","-6.251908,53.33767",-6.251908,53.33767
9001,Dominick Street Lower,1,96 P n D + 18 DP (Total),At flats,,€ 2.90,7 On Dominick St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced meter 7099  12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.26628,53.351897</coordinates></Point>","-6.26628,53.351897</coordinates></Point>","-6.26628,53.351897",-6.26628,53.351897
9002,Dominick Street Lower,1,96 P n D + 18 DP (Total),Opp Church,,€ 2.90,7 On Dominick St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced meter 9006 12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.267392,53.352326</coordinates></Point>","-6.267392,53.352326</coordinates></Point>","-6.267392,53.352326",-6.267392,53.352326
9006,Fitzwilliam Square West,,,,,€ 2.90,,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7730   12/05/2009,FALSE,,Yellow,Y,"<Point><coordinates>-6.252925,53.335724</coordinates></Point>","-6.252925,53.335724</coordinates></Point>","-6.252925,53.335724",-6.252925,53.335724
9007,King's Inns Street,1,45 P n D (Total),At College,,€ 2.90,4 On King's Inns St,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7202   12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.268008,53.351621</coordinates></Point>","-6.268008,53.351621</coordinates></Point>","-6.268008,53.351621",-6.268008,53.351621
9008,Merrion Square East,2,65 P n D (Total),Opp no 42,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7831  20/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.247106,53.33898</coordinates></Point>","-6.247106,53.33898</coordinates></Point>","-6.247106,53.33898",-6.247106,53.33898
9009,Merrion Square North,2,35 P n D (Total),Opp no 22,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7864   20/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.247959,53.34006</coordinates></Point>","-6.247959,53.34006</coordinates></Point>","-6.247959,53.34006",-6.247959,53.34006
9010,Merrion Square North,2,35 P n D (Total),Opp No 10,,€ 2.90,18 On Merrion Square,Mon-Fri 07.00-19.00,FALSE,,,replaced met.7886   20/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.249551,53.340617</coordinates></Point>","-6.249551,53.340617</coordinates></Point>","-6.249551,53.340617",-6.249551,53.340617
9011,Merrion Square South,2,165 P n D + 26 DP (Total),No 81,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7976   12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.248291,53.338539</coordinates></Point>","-6.248291,53.338539</coordinates></Point>","-6.248291,53.338539",-6.248291,53.338539
9012,Merrion Square South,2,165 P n D + 26 DP (Total),No 69,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7943    12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.249009,53.338795</coordinates></Point>","-6.249009,53.338795</coordinates></Point>","-6.249009,53.338795",-6.249009,53.338795
9013,Merrion Square South,2,165 P n D + 26 DP (Total),Opp no 56,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7897    12/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.251545,53.339487</coordinates></Point>","-6.251545,53.339487</coordinates></Point>","-6.251545,53.339487",-6.251545,53.339487
9014,Merrion Street Upper,2,20 P n D,Opp no 80,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.8000,TRUE,,Yellow,Y,"<Point><coordinates>-6.25153,53.340089</coordinates></Point>","-6.25153,53.340089</coordinates></Point>","-6.25153,53.340089",-6.25153,53.340089
9020,St. Stephen's Green East,2,61 P n D (Total),Outside Loretto College at LS70,,€ 2.90,12 on St. Stephen's Green and 2 on Hume Street,Mon-Sat 07.00-19.00  Sun 14.00-18.00,FALSE,,,replaced met.7426   12/05/2009,FALSE,,Yellow,Y,"<Point><coordinates>-6.256111,53.337487</coordinates></Point>","-6.256111,53.337487</coordinates></Point>","-6.256111,53.337487",-6.256111,53.337487
9038,Clontarf Road,,In Car Park,Centre of car park opposite Church Hall,12/02/2010,€ 0.60,,Mon-Fri 08-18.00,FALSE,,no max stay,,FALSE,,Blue,,"<Point><coordinates>-6.217755,53.362208</coordinates></Point>","-6.217755,53.362208</coordinates></Point>","-6.217755,53.362208",-6.217755,53.362208
9042,Baggot Street Lower,2,97 P n D + 4 DP (Total),Tesco,15/05/2002,€ 2.90,10 On Baggot St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7594           20/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.251701,53.337803</coordinates></Point>","-6.251701,53.337803</coordinates></Point>","-6.251701,53.337803",-6.251701,53.337803
9049,Merrion Square South,2,165 P n D + 26 DP (Total),No 85,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7965            20/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.248352,53.338362</coordinates></Point>","-6.248352,53.338362</coordinates></Point>","-6.248352,53.338362",-6.248352,53.338362
9050,Merrion Square West,2,65 P n D (Total),Opp Leinster House,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met.7987            20/05/2009,TRUE,,Yellow,Y,"<Point><coordinates>-6.251013,53.340594</coordinates></Point>","-6.251013,53.340594</coordinates></Point>","-6.251013,53.340594",-6.251013,53.340594
9056,Leinster Square,6,50 P n D,Across from number 7,,€ 1.60,Leinster Rd 610,Mon-Sun 07.00-24.00,FALSE,,,,TRUE,,Green,Y,"<Point><coordinates>-6.266467,53.323503</coordinates></Point>","-6.266467,53.323503</coordinates></Point>","-6.266467,53.323503",-6.266467,53.323503
9058,Merrion Square East,2,65 P n D (Total),Opp no 47,,€ 2.90,18 On Merrion Square,Mon-Sat 07.00-19.00,FALSE,,,replaced met 7842,TRUE,,Yellow,Y,"<Point><coordinates>-6.24756,53.338524</coordinates></Point>","-6.24756,53.338524</coordinates></Point>","-6.24756,53.338524",-6.24756,53.338524
9077,Carlingford Road,,117  + 3 disabled,Jct Glenarm Avenue,,€ 1.60,850 Glenarm Avenue,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,Y,"<Point><coordinates>-6.257319,53.366387</coordinates></Point>","-6.257319,53.366387</coordinates></Point>","-6.257319,53.366387",-6.257319,53.366387
9078,Clontarf Road,,In car Park,Centre of CP opposite Church Grounds,29/01/2010,€ 0.60,,Mon-Fri 11.00-18.00,FALSE,,3 hour max,Meter in Car Park replaced mt.7471.01/12/2010,FALSE,,Blue,,"<Point><coordinates>-6.197675,53.359237</coordinates></Point>","-6.197675,53.359237</coordinates></Point>","-6.197675,53.359237",-6.197675,53.359237
9103,Clontarf Road Car Park,,,,01/03/2010,€ 0.60,At Railway Bridge,Mon-Fri  08.00-18.00,FALSE,,,,FALSE,,Blue,Y,"<Point><coordinates>-6.223931,53.363243</coordinates></Point>","-6.223931,53.363243</coordinates></Point>","-6.223931,53.363243",-6.223931,53.363243
9105,Baggot Street Lower,2,97 P n D + 4 DP (Total),Number 94,19/04/1999,€ 2.90,10 On Baggot St Lwr,Mon-Sat 07.00-19.00,FALSE,,,replaced met 7617,TRUE,,Yellow,Y,"<Point><coordinates>-6.247259,53.33551</coordinates></Point>","-6.247259,53.33551</coordinates></Point>","-6.247259,53.33551",-6.247259,53.33551
9155,Capel Street,1,75 P n D (Total),At CASA Charity Shop,28/03/2007,€ 2.90,8 on Capel Street,Mon-Sat 07.00-19.00 Sun14.00-18.00,FALSE,,,,FALSE,,Yellow,Y,"<Point><coordinates>-6.268342,53.347604</coordinates></Point>","-6.268342,53.347604</coordinates></Point>","-6.268342,53.347604",-6.268342,53.347604
9180,Fortfield Terrace,,60,at no. 33,11/01/2011,€ 2.40,812(Cowper Rd)991 Rathmines Rd,Mon-Fri 07.00-19.00,FALSE,,,New,FALSE,,Red,Y,"<Point><coordinates>-6.262064,53.314776</coordinates></Point>","-6.262064,53.314776</coordinates></Point>","-6.262064,53.314776",-6.262064,53.314776
9195,Gardiner Place,1,22 P n D + 10 DP (Total),outside no.13,,€ 2.40,Gardiner Place 267,Mon-Sat 07.00-19.00,FALSE,,,mt. 268 changed 15/03/2011,TRUE,,Red,Y,"<Point><coordinates>-6.259933,53.356416</coordinates></Point>","-6.259933,53.356416</coordinates></Point>","-6.259933,53.356416",-6.259933,53.356416
9196,Botanic Road,,14 P n D(Total),Opposite Botanic Gardens,21/08/2009,€ 1.00,,Mon-Sat 07.00-19.00,FALSE,,,met.961 changed 03/03/2011,FALSE,,Orange,Y,"<Point><coordinates>-6.269177,53.371834</coordinates></Point>","-6.269177,53.371834</coordinates></Point>","-6.269177,53.371834",-6.269177,53.371834
9197,Wynnefield Road,,,Outside Toilets,13/11/2009,€ 1.60,,Mon-Sat07.00-19.00,FALSE,,,Formerly  mt.974 03/03/2011,FALSE,,Green,,"<Point><coordinates>-6.267155,53.322084</coordinates></Point>","-6.267155,53.322084</coordinates></Point>","-6.267155,53.322084",-6.267155,53.322084
9198,Seafort Terrace,4,6 P n D + 36 DP,Sandymount Village,23/04/2002,€ 1.00,6 In Sandymount Village,Mon-Sat 07.00-19.00,FALSE,,,met 62 changed 08/03/2011,FALSE,,Orange,Y,"<Point><coordinates>-6.214347,53.333356</coordinates></Point>","-6.214347,53.333356</coordinates></Point>","-6.214347,53.333356",-6.214347,53.333356
9201,Anglesea Road,4,105 P n D / DP (Total),Near Public Light Number 9,09/05/2000,€ 2.40,Angelsea Rd 288,Mon-Sat 07.00-19.00,FALSE,,,mt.524 changed 08/03/2011,TRUE,,Red,Y,"<Point><coordinates>-6.230992,53.326435</coordinates></Point>","-6.230992,53.326435</coordinates></Point>","-6.230992,53.326435",-6.230992,53.326435
9208,Burlington Road,4,144 P n D / DP (Total),East of Southside Mespil Road,,€ 2.90,5 On Burlington Rd,Mon-Fri 08.00-18.30,FALSE,,,mt.286 changed 08/03/2011,TRUE,,Yellow,Y,"<Point><coordinates>-6.246532,53.332358</coordinates></Point>","-6.246532,53.332358</coordinates></Point>","-6.246532,53.332358",-6.246532,53.332358
9211,Infirmary Road,8,33 P n D + 15 DP (Total),At Number 20,,€ 1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,mt. 753 changed 11/03/2011,FALSE,,Green,Y,"<Point><coordinates>-6.296673,53.350771</coordinates></Point>","-6.296673,53.350771</coordinates></Point>","-6.296673,53.350771",-6.296673,53.350771
9217,Raglan Road,4,91 P n D / DP,Corner of Pembroke Lane,,€ 2.90,4 On Pembroke Rd,Mon-Fri 08.00-18.30,FALSE,,,mt. 287 changed 08/03/2011,TRUE,,Yellow,Y,"<Point><coordinates>-6.237838,53.331856</coordinates></Point>","-6.237838,53.331856</coordinates></Point>","-6.237838,53.331856",-6.237838,53.331856
9220,Woodville Road,,13 P n D+Permit,at side of no.203 Botanic Ave,,€ 1.60,none nearby,Mon-Sun 07.00-24.00,FALSE,,,mt. 956 changed 15/03/2011,FALSE,,Orange,y,"<Point><coordinates>-6.259113,53.368453</coordinates></Point>","-6.259113,53.368453</coordinates></Point>","-6.259113,53.368453",-6.259113,53.368453
9221,David Road,1,,Whitworth Road junction,,€ 1.60,,Mon-Sun 07.00-24.00,FALSE,,,mt. 941 changed 15/03/2011,FALSE,,Green,Y,"<Point><coordinates>-6.268443,53.363997</coordinates></Point>","-6.268443,53.363997</coordinates></Point>","-6.268443,53.363997",-6.268443,53.363997
9225,Haddington Road,4,145 P n D / DP (Total),No 44,,€ 2.90,Haddington Rd 514,Mon-Sat 07.00-19.00,FALSE,,,Replaced meter 9225 30/05/2011,TRUE,,Yellow,Y,"<Point><coordinates>-6.240297,53.335571</coordinates></Point>","-6.240297,53.335571</coordinates></Point>","-6.240297,53.335571",-6.240297,53.335571
9226,Haddington Road,4,145 P n D / DP (Total),The Hibernian,03/05/2000,€ 2.90,Haddington Rd 239,Mon-Sat 07.00-19.00,FALSE,,,Replaced meter 514 30/05/2011,TRUE,,Yellow,Y,"<Point><coordinates>-6.242655,53.334871</coordinates></Point>","-6.242655,53.334871</coordinates></Point>","-6.242655,53.334871",-6.242655,53.334871
9231,Poolbeg Street,2,11 P n D,Opposite Corn Exchange entrance,,€ 2.90,2 On Burgh Quay,Mon-Sat 07.00-19.00,FALSE,,,Replaced met.9231 20/06/2011,TRUE,,Yellow,Y,"<Point><coordinates>-6.256225,53.346817</coordinates></Point>","-6.256225,53.346817</coordinates></Point>","-6.256225,53.346817",-6.256225,53.346817
9232,Clonmel Street,2,14 P n D,Harcourt Creche,,€ 2.90,Montague St 257,Mon-Sat 07.00-19.00,FALSE,,,replaced meter 14      31/05/2011,TRUE,,Yellow,Y,"<Point><coordinates>-6.26297,53.336081</coordinates></Point>","-6.26297,53.336081</coordinates></Point>","-6.26297,53.336081",-6.26297,53.336081
9233,Herbert Park,4,198 P n D / DP (Total),At entrance to Park,,€ 2.40,Herbert Park 7213,Mon-Fri 08.00-18.30,FALSE,,,replaced met.255.15/09/2009replaced met.7033 24/06/2011,FALSE,,Red,Y,"<Point><coordinates>-6.235344,53.327378</coordinates></Point>","-6.235344,53.327378</coordinates></Point>","-6.235344,53.327378",-6.235344,53.327378
